"longitude","latitude","year","year_start","year_end","response"
-73.25,-9.75,2017,NA,NA,1
-67.75,-9.75,NA,2003,2022,1
-66.75,-9.75,NA,2004,2010,1
-63.25,-9.75,NA,2005,2022,1
-62.75,-9.75,NA,2010,2020,1
-60.25,-9.75,2010,NA,NA,1
-58.75,-9.75,2018,NA,NA,1
-57.75,-9.75,NA,2018,2019,1
-57.25,-9.75,NA,2013,2021,1
-56.25,-9.75,NA,2016,2021,1
-55.25,-9.75,NA,2020,2021,1
-54.75,-9.75,NA,2015,2022,1
-49.75,-9.75,2017,NA,NA,1
-49.25,-9.75,NA,2016,2022,1
-48.75,-9.75,NA,2015,2022,1
-48.25,-9.75,NA,2014,2022,1
-47.75,-9.75,NA,2017,2022,1
-45.25,-9.75,2021,NA,NA,1
-43.25,-9.75,NA,2021,2022,1
-42.25,-9.75,NA,2018,2022,1
-41.75,-9.75,NA,2021,2022,1
-40.25,-9.75,2002,NA,NA,1
-39.25,-9.75,2002,NA,NA,1
-39.25,-9.75,NA,2019,2022,1
-38.25,-9.75,2020,NA,NA,1
-37.75,-9.75,NA,2014,2022,1
-37.25,-9.75,NA,2008,2022,1
-36.75,-9.75,NA,2007,2023,1
-36.25,-9.75,NA,2007,2022,1
-35.75,-9.75,NA,2002,2022,1
142.75,-9.75,NA,2003,2004,1
159.75,-9.75,2015,NA,NA,1
160.25,-9.75,NA,2016,2017,1
-138.75,-10.25,2009,NA,NA,1
-75.25,-10.25,NA,2012,2022,1
-67.75,-10.25,NA,2018,2021,1
-67.25,-10.25,NA,2016,2022,1
-65.25,-10.25,NA,2019,2021,1
-63.75,-10.25,NA,2010,2020,1
-63.25,-10.25,NA,2020,2021,1
-62.75,-10.25,2021,NA,NA,1
-62.25,-10.25,NA,2016,2021,1
-61.75,-10.25,NA,2010,2014,1
-59.25,-10.25,NA,2017,2018,1
-58.25,-10.25,2019,NA,NA,1
-56.25,-10.25,NA,2010,2014,1
-54.75,-10.25,NA,2010,2022,1
-49.25,-10.25,NA,2015,2022,1
-48.75,-10.25,NA,2012,2022,1
-48.25,-10.25,NA,2003,2023,1
-47.75,-10.25,2017,NA,NA,1
-45.25,-10.25,NA,2017,2021,1
-44.25,-10.25,2019,NA,NA,1
-43.75,-10.25,NA,2016,2022,1
-42.25,-10.25,NA,2018,2022,1
-40.25,-10.25,NA,2002,2022,1
-39.75,-10.25,NA,2016,2021,1
-39.25,-10.25,2002,NA,NA,1
-39.25,-10.25,NA,2020,2021,1
-38.25,-10.25,NA,2020,2022,1
-37.75,-10.25,NA,2008,2022,1
-37.25,-10.25,NA,2014,2022,1
-36.75,-10.25,NA,2007,2022,1
-36.25,-10.25,NA,2012,2022,1
123.75,-10.25,NA,2004,2017,1
-76.25,-10.75,NA,2012,2020,1
-70.75,-10.75,NA,2015,2016,1
-69.75,-10.75,NA,2016,2020,1
-68.75,-10.75,NA,2015,2018,1
-68.25,-10.75,NA,2016,2020,1
-67.75,-10.75,NA,2017,2019,1
-66.25,-10.75,NA,2009,2013,1
-65.25,-10.75,NA,2009,2022,1
-63.75,-10.75,NA,2017,2021,1
-63.25,-10.75,NA,2016,2023,1
-62.75,-10.75,NA,2010,2017,1
-62.25,-10.75,NA,2016,2022,1
-61.75,-10.75,NA,2010,2022,1
-55.75,-10.75,2021,NA,NA,1
-55.25,-10.75,NA,2016,2022,1
-52.75,-10.75,2018,NA,NA,1
-51.75,-10.75,NA,2021,2022,1
-49.75,-10.75,2022,NA,NA,1
-48.75,-10.75,2022,NA,NA,1
-48.25,-10.75,NA,2015,2022,1
-47.75,-10.75,NA,2010,2022,1
-46.25,-10.75,NA,2021,2022,1
-45.25,-10.75,2021,NA,NA,1
-44.75,-10.75,2021,NA,NA,1
-43.75,-10.75,NA,2021,2022,1
-42.75,-10.75,NA,2018,2022,1
-41.25,-10.75,NA,2020,2022,1
-40.75,-10.75,NA,2020,2022,1
-40.25,-10.75,2002,NA,NA,1
-40.25,-10.75,NA,2016,2022,1
-39.75,-10.75,NA,2017,2021,1
-39.25,-10.75,NA,2014,2022,1
-38.75,-10.75,NA,2014,2022,1
-38.25,-10.75,2002,NA,NA,1
-38.25,-10.75,NA,2016,2022,1
-37.75,-10.75,NA,2011,2022,1
-37.25,-10.75,NA,2008,2023,1
-36.75,-10.75,NA,2014,2022,1
142.25,-10.75,NA,2000,2010,1
-77.75,-11.25,2016,NA,NA,1
-77.25,-11.25,2005,NA,NA,1
-75.75,-11.25,2021,NA,NA,1
-75.25,-11.25,NA,2000,2021,1
-74.75,-11.25,NA,2012,2015,1
-72.25,-11.25,2014,NA,NA,1
-68.75,-11.25,NA,2008,2020,1
-66.25,-11.25,2009,NA,NA,1
-64.25,-11.25,2010,NA,NA,1
-62.75,-11.25,NA,2009,2019,1
-62.25,-11.25,NA,2010,2017,1
-61.75,-11.25,NA,2010,2022,1
-61.25,-11.25,NA,2006,2022,1
-60.75,-11.25,2010,NA,NA,1
-58.75,-11.25,NA,2013,2020,1
-57.75,-11.25,NA,2009,2020,1
-55.25,-11.25,NA,2019,2020,1
-54.75,-11.25,NA,2015,2022,1
-51.75,-11.25,2022,NA,NA,1
-48.75,-11.25,2017,NA,NA,1
-48.25,-11.25,NA,2017,2022,1
-47.75,-11.25,2022,NA,NA,1
-46.75,-11.25,2017,NA,NA,1
-45.25,-11.25,NA,2021,2022,1
-44.75,-11.25,2021,NA,NA,1
-43.25,-11.25,NA,2019,2022,1
-42.75,-11.25,NA,2001,2003,1
-42.25,-11.25,NA,2020,2022,1
-41.75,-11.25,NA,2008,2022,1
-41.25,-11.25,2002,NA,NA,1
-41.25,-11.25,NA,2018,2021,1
-40.75,-11.25,NA,2002,2022,1
-40.25,-11.25,NA,2019,2022,1
-39.75,-11.25,NA,2019,2020,1
-39.25,-11.25,NA,2017,2021,1
-38.75,-11.25,NA,2015,2022,1
-38.25,-11.25,NA,2008,2022,1
-37.75,-11.25,NA,2008,2022,1
-37.25,-11.25,NA,2008,2022,1
-77.25,-11.75,NA,2005,2017,1
-76.75,-11.75,NA,2015,2019,1
-70.75,-11.75,NA,2014,2016,1
-63.75,-11.75,NA,2010,2015,1
-63.25,-11.75,NA,2019,2020,1
-62.75,-11.75,NA,2019,2021,1
-62.25,-11.75,NA,2017,2021,1
-61.75,-11.75,NA,2010,2021,1
-61.25,-11.75,NA,2016,2021,1
-60.75,-11.75,2010,NA,NA,1
-55.75,-11.75,NA,2003,2022,1
-55.25,-11.75,NA,2010,2021,1
-50.75,-11.75,2019,NA,NA,1
-49.75,-11.75,2022,NA,NA,1
-49.25,-11.75,NA,2016,2022,1
-48.75,-11.75,2003,NA,NA,1
-48.25,-11.75,2018,NA,NA,1
-47.75,-11.75,NA,2016,2022,1
-47.25,-11.75,2017,NA,NA,1
-46.75,-11.75,NA,2021,2022,1
-44.75,-11.75,2021,NA,NA,1
-43.25,-11.75,NA,2021,2022,1
-42.75,-11.75,NA,2019,2022,1
-42.25,-11.75,NA,2020,2022,1
-41.75,-11.75,NA,2017,2022,1
-41.25,-11.75,2002,NA,NA,1
-41.25,-11.75,NA,2018,2022,1
-40.75,-11.75,2002,NA,NA,1
-40.75,-11.75,NA,2017,2022,1
-40.25,-11.75,2002,NA,NA,1
-40.25,-11.75,NA,2015,2022,1
-39.75,-11.75,2002,NA,NA,1
-39.75,-11.75,NA,2018,2022,1
-39.25,-11.75,2002,NA,NA,1
-39.25,-11.75,NA,2014,2022,1
-38.75,-11.75,NA,2014,2022,1
-38.25,-11.75,NA,2019,2021,1
-37.75,-11.75,NA,2016,2022,1
43.25,-11.75,NA,2004,2014,1
43.75,-11.75,NA,2002,2010,1
-77.25,-12.25,NA,2000,2017,1
-76.75,-12.25,NA,2005,2013,1
-75.25,-12.25,NA,2012,2015,1
-72.75,-12.25,2017,NA,NA,1
-64.25,-12.25,NA,2014,2016,1
-63.75,-12.25,2016,NA,NA,1
-63.25,-12.25,NA,2010,2014,1
-61.75,-12.25,NA,2015,2021,1
-58.25,-12.25,NA,2017,2022,1
-56.25,-12.25,NA,2016,2019,1
-54.75,-12.25,2016,NA,NA,1
-49.25,-12.25,2018,NA,NA,1
-48.75,-12.25,NA,2016,2022,1
-47.75,-12.25,NA,2010,2019,1
-47.25,-12.25,NA,2021,2022,1
-46.75,-12.25,2022,NA,NA,1
-46.25,-12.25,NA,2017,2022,1
-45.75,-12.25,NA,2002,2022,1
-44.75,-12.25,NA,2017,2022,1
-44.25,-12.25,NA,2019,2022,1
-43.75,-12.25,NA,2019,2022,1
-43.25,-12.25,NA,2019,2022,1
-42.75,-12.25,NA,2019,2022,1
-41.75,-12.25,NA,2009,2023,1
-41.25,-12.25,NA,2015,2022,1
-40.75,-12.25,2021,NA,NA,1
-40.25,-12.25,NA,2019,2022,1
-39.75,-12.25,NA,2002,2007,1
-39.75,-12.25,NA,2017,2022,1
-39.25,-12.25,NA,2002,2021,1
-38.75,-12.25,2002,NA,NA,1
-38.75,-12.25,NA,2014,2022,1
-38.25,-12.25,2002,NA,NA,1
-38.25,-12.25,NA,2014,2022,1
17.75,-12.25,NA,2017,2018,1
39.25,-12.25,2018,NA,NA,1
-76.75,-12.75,2013,NA,NA,1
-73.75,-12.75,2016,NA,NA,1
-72.75,-12.75,NA,2013,2014,1
-72.25,-12.75,2016,NA,NA,1
-69.25,-12.75,NA,2000,2015,1
-60.75,-12.75,NA,2017,2021,1
-60.25,-12.75,NA,2010,2022,1
-56.75,-12.75,NA,2009,2016,1
-56.25,-12.75,NA,2020,2023,1
-55.75,-12.75,NA,2010,2022,1
-52.25,-12.75,NA,2016,2022,1
-49.75,-12.75,NA,2016,2022,1
-49.25,-12.75,NA,2016,2017,1
-47.75,-12.75,2016,NA,NA,1
-46.75,-12.75,NA,2019,2022,1
-44.25,-12.75,NA,2018,2022,1
-43.75,-12.75,NA,2018,2021,1
-43.25,-12.75,NA,2018,2022,1
-42.75,-12.75,NA,2018,2021,1
-42.25,-12.75,NA,2019,2021,1
-41.75,-12.75,NA,2015,2020,1
-41.25,-12.75,NA,2009,2022,1
-40.75,-12.75,2002,NA,NA,1
-40.75,-12.75,NA,2020,2022,1
-40.25,-12.75,NA,2018,2022,1
-39.75,-12.75,NA,2017,2022,1
-39.25,-12.75,NA,2002,2022,1
-38.75,-12.75,NA,2000,2022,1
-38.25,-12.75,NA,2002,2022,1
40.75,-12.75,2014,NA,NA,1
45.25,-12.75,NA,2005,2019,1
-176.25,-13.25,NA,2002,2009,1
-76.25,-13.25,2017,NA,NA,1
-74.25,-13.25,2015,NA,NA,1
-72.75,-13.25,2014,NA,NA,1
-64.25,-13.25,NA,2004,2010,1
-61.25,-13.25,NA,2016,2019,1
-60.75,-13.25,NA,2016,2022,1
-60.25,-13.25,NA,2010,2014,1
-58.75,-13.25,2014,NA,NA,1
-56.75,-13.25,NA,2018,2020,1
-56.25,-13.25,NA,2010,2014,1
-55.75,-13.25,NA,2009,2022,1
-55.25,-13.25,2018,NA,NA,1
-53.25,-13.25,NA,2017,2018,1
-50.25,-13.25,2022,NA,NA,1
-49.25,-13.25,NA,2017,2022,1
-48.25,-13.25,2021,NA,NA,1
-46.75,-13.25,NA,2021,2022,1
-44.75,-13.25,2021,NA,NA,1
-44.25,-13.25,NA,2017,2022,1
-43.25,-13.25,NA,2018,2022,1
-42.75,-13.25,2002,NA,NA,1
-42.75,-13.25,NA,2019,2022,1
-42.25,-13.25,NA,2018,2022,1
-41.75,-13.25,2022,NA,NA,1
-41.25,-13.25,2002,NA,NA,1
-41.25,-13.25,NA,2019,2021,1
-40.75,-13.25,NA,2020,2022,1
-40.25,-13.25,NA,2014,2022,1
-39.75,-13.25,2002,NA,NA,1
-39.75,-13.25,NA,2018,2022,1
-39.25,-13.25,2002,NA,NA,1
-39.25,-13.25,NA,2016,2022,1
-38.75,-13.25,2002,NA,NA,1
-38.75,-13.25,2020,NA,NA,1
-177.25,-13.75,NA,2006,2009,1
-172.25,-13.75,NA,2001,2018,1
-171.75,-13.75,NA,2012,2015,1
-74.25,-13.75,2015,NA,NA,1
-73.25,-13.75,2013,NA,NA,1
-71.75,-13.75,NA,2000,2021,1
-70.25,-13.75,NA,2012,2014,1
-68.25,-13.75,2013,NA,NA,1
-65.25,-13.75,2017,NA,NA,1
-63.75,-13.75,2013,NA,NA,1
-59.75,-13.75,NA,2017,2020,1
-58.75,-13.75,NA,2018,2022,1
-57.75,-13.75,NA,2016,2022,1
-56.25,-13.75,NA,2009,2022,1
-52.25,-13.75,NA,2009,2021,1
-51.75,-13.75,2009,NA,NA,1
-49.25,-13.75,2017,NA,NA,1
-48.25,-13.75,2002,NA,NA,1
-48.25,-13.75,2017,NA,NA,1
-46.25,-13.75,2002,NA,NA,1
-44.25,-13.75,NA,2018,2022,1
-43.75,-13.75,NA,2018,2022,1
-42.75,-13.75,NA,2018,2022,1
-42.25,-13.75,NA,2021,2022,1
-41.75,-13.75,NA,2016,2022,1
-41.25,-13.75,2002,NA,NA,1
-41.25,-13.75,NA,2020,2022,1
-40.25,-13.75,NA,2002,2022,1
-39.75,-13.75,NA,2002,2022,1
-39.25,-13.75,2002,NA,NA,1
-39.25,-13.75,NA,2016,2022,1
-178.25,-14.25,2002,NA,NA,1
-170.75,-14.25,NA,2007,2017,1
-170.25,-14.25,NA,2006,2018,1
-169.75,-14.25,2014,NA,NA,1
-145.75,-14.25,2009,NA,NA,1
-75.75,-14.25,NA,2017,2018,1
-75.25,-14.25,NA,2017,2018,1
-67.75,-14.25,2013,NA,NA,1
-65.75,-14.25,2023,NA,NA,1
-65.25,-14.25,NA,2015,2023,1
-56.75,-14.25,NA,2018,2020,1
-56.25,-14.25,NA,2003,2019,1
-54.25,-14.25,2021,NA,NA,1
-50.25,-14.25,2019,NA,NA,1
-49.75,-14.25,2022,NA,NA,1
-49.25,-14.25,NA,2016,2022,1
-47.75,-14.25,2022,NA,NA,1
-46.25,-14.25,2022,NA,NA,1
-44.75,-14.25,2021,NA,NA,1
-44.25,-14.25,NA,2002,2022,1
-43.75,-14.25,NA,2019,2022,1
-43.25,-14.25,NA,2018,2022,1
-42.75,-14.25,NA,2018,2022,1
-42.25,-14.25,2002,NA,NA,1
-42.25,-14.25,NA,2019,2022,1
-41.75,-14.25,2002,NA,NA,1
-41.75,-14.25,NA,2018,2022,1
-41.25,-14.25,NA,2018,2022,1
-40.75,-14.25,NA,2020,2022,1
-40.25,-14.25,2009,NA,NA,1
-40.25,-14.25,NA,2020,2022,1
-39.75,-14.25,NA,2002,2022,1
-39.25,-14.25,2002,NA,NA,1
-39.25,-14.25,NA,2020,2022,1
-38.75,-14.25,NA,2013,2022,1
-74.75,-14.75,2017,NA,NA,1
-65.75,-14.75,2013,NA,NA,1
-64.75,-14.75,NA,2009,2013,1
-58.25,-14.75,2010,NA,NA,1
-57.75,-14.75,2009,NA,NA,1
-57.25,-14.75,NA,2009,2022,1
-56.75,-14.75,2014,NA,NA,1
-56.25,-14.75,NA,2009,2019,1
-54.75,-14.75,NA,2018,2022,1
-53.25,-14.75,2022,NA,NA,1
-52.75,-14.75,NA,2020,2021,1
-51.25,-14.75,2022,NA,NA,1
-50.75,-14.75,2022,NA,NA,1
-49.75,-14.75,NA,2017,2019,1
-49.25,-14.75,NA,2016,2022,1
-47.75,-14.75,2021,NA,NA,1
-46.25,-14.75,2016,NA,NA,1
-44.25,-14.75,2021,NA,NA,1
-43.75,-14.75,NA,2018,2022,1
-42.75,-14.75,NA,2018,2022,1
-42.25,-14.75,2002,NA,NA,1
-42.25,-14.75,2022,NA,NA,1
-41.75,-14.75,NA,2018,2021,1
-41.25,-14.75,NA,2018,2022,1
-40.75,-14.75,NA,2002,2022,1
-40.25,-14.75,NA,2019,2022,1
-39.75,-14.75,NA,2014,2022,1
-39.25,-14.75,NA,2003,2022,1
-147.25,-15.25,2009,NA,NA,1
-146.25,-15.25,2014,NA,NA,1
-145.25,-15.25,NA,2000,2012,1
-139.75,-15.25,NA,2015,2019,1
-69.25,-15.25,2009,NA,NA,1
-68.25,-15.25,2012,NA,NA,1
-59.25,-15.25,NA,2010,2020,1
-58.25,-15.25,NA,2016,2021,1
-57.25,-15.25,NA,2016,2022,1
-56.25,-15.25,NA,2017,2021,1
-55.75,-15.25,NA,2007,2022,1
-52.25,-15.25,2010,NA,NA,1
-50.25,-15.25,2016,NA,NA,1
-49.75,-15.25,NA,2015,2022,1
-49.25,-15.25,NA,2020,2022,1
-48.75,-15.25,2002,NA,NA,1
-47.75,-15.25,2010,NA,NA,1
-47.75,-15.25,2022,NA,NA,1
-47.25,-15.25,2022,NA,NA,1
-45.75,-15.25,2022,NA,NA,1
-44.75,-15.25,2022,NA,NA,1
-44.25,-15.25,NA,2015,2022,1
-43.75,-15.25,NA,2021,2022,1
-43.25,-15.25,NA,2018,2021,1
-42.75,-15.25,NA,2021,2022,1
-42.25,-15.25,NA,2021,2022,1
-41.75,-15.25,NA,2017,2022,1
-41.25,-15.25,2002,NA,NA,1
-41.25,-15.25,NA,2017,2018,1
-40.75,-15.25,2002,NA,NA,1
-40.75,-15.25,NA,2019,2022,1
-40.25,-15.25,NA,2002,2022,1
-39.75,-15.25,NA,2020,2021,1
-39.25,-15.25,NA,2018,2022,1
39.25,-15.25,2015,NA,NA,1
166.75,-15.25,NA,2014,2015,1
-71.75,-15.75,2005,NA,NA,1
-67.75,-15.75,NA,2005,2019,1
-67.25,-15.75,2012,NA,NA,1
-58.25,-15.75,NA,2015,2021,1
-57.75,-15.75,NA,2009,2018,1
-56.25,-15.75,NA,2002,2022,1
-55.75,-15.75,NA,2007,2008,1
-55.25,-15.75,NA,2013,2017,1
-54.75,-15.75,NA,2009,2022,1
-54.25,-15.75,NA,2014,2022,1
-53.25,-15.75,2015,NA,NA,1
-52.75,-15.75,NA,2017,2018,1
-52.25,-15.75,NA,2010,2022,1
-50.75,-15.75,NA,2013,2022,1
-50.25,-15.75,NA,2010,2022,1
-49.75,-15.75,NA,2010,2022,1
-49.25,-15.75,NA,2018,2022,1
-48.75,-15.75,2022,NA,NA,1
-48.25,-15.75,NA,2013,2022,1
-47.75,-15.75,NA,2001,2023,1
-47.25,-15.75,NA,2017,2022,1
-46.25,-15.75,2019,NA,NA,1
-44.75,-15.75,NA,2000,2006,1
-44.75,-15.75,NA,2018,2022,1
-44.25,-15.75,NA,2017,2022,1
-43.25,-15.75,NA,2016,2022,1
-42.75,-15.75,NA,2017,2022,1
-42.25,-15.75,NA,2018,2022,1
-41.75,-15.75,2021,NA,NA,1
-41.25,-15.75,NA,2016,2022,1
-40.75,-15.75,NA,2013,2022,1
-40.25,-15.75,NA,2017,2022,1
-39.75,-15.75,NA,2017,2022,1
-39.25,-15.75,NA,2016,2022,1
-38.75,-15.75,NA,2017,2022,1
167.25,-15.75,2014,NA,NA,1
-152.25,-16.25,2009,NA,NA,1
-146.25,-16.25,NA,2001,2006,1
-145.75,-16.25,2009,NA,NA,1
-71.75,-16.25,2013,NA,NA,1
-68.75,-16.25,2013,NA,NA,1
-68.25,-16.25,2009,NA,NA,1
-67.75,-16.25,NA,2005,2009,1
-67.25,-16.25,2009,NA,NA,1
-66.25,-16.25,2017,NA,NA,1
-63.75,-16.25,2014,NA,NA,1
-62.25,-16.25,NA,2004,2010,1
-58.25,-16.25,2010,NA,NA,1
-57.75,-16.25,NA,2003,2021,1
-56.75,-16.25,NA,2009,2022,1
-55.75,-16.25,2010,NA,NA,1
-54.75,-16.25,NA,2010,2022,1
-53.75,-16.25,2015,NA,NA,1
-52.25,-16.25,NA,2017,2022,1
-51.25,-16.25,NA,2010,2022,1
-50.75,-16.25,2017,NA,NA,1
-50.25,-16.25,2021,NA,NA,1
-49.75,-16.25,NA,2007,2023,1
-49.25,-16.25,NA,2017,2022,1
-48.75,-16.25,NA,2002,2022,1
-48.25,-16.25,NA,2014,2022,1
-47.75,-16.25,NA,2014,2022,1
-46.75,-16.25,NA,2017,2021,1
-45.75,-16.25,2014,NA,NA,1
-44.25,-16.25,NA,2017,2022,1
-43.75,-16.25,NA,2019,2022,1
-43.25,-16.25,NA,2021,2022,1
-42.25,-16.25,NA,2010,2022,1
-41.75,-16.25,NA,2011,2022,1
-41.25,-16.25,NA,2015,2022,1
-40.75,-16.25,2017,NA,NA,1
-40.25,-16.25,2017,NA,NA,1
-39.75,-16.25,NA,2017,2022,1
-39.25,-16.25,NA,2009,2022,1
15.25,-16.25,2018,NA,NA,1
16.25,-16.25,2018,NA,NA,1
145.25,-16.25,NA,2000,2014,1
167.75,-16.25,NA,2002,2017,1
179.25,-16.25,2006,NA,NA,1
-179.75,-16.75,2008,NA,NA,1
-151.75,-16.75,NA,2001,2015,1
-151.25,-16.75,NA,2001,2018,1
-68.25,-16.75,NA,2011,2013,1
-67.25,-16.75,NA,2009,2011,1
-65.25,-16.75,NA,2005,2015,1
-64.75,-16.75,2021,NA,NA,1
-64.25,-16.75,NA,2020,2022,1
-63.75,-16.75,NA,2002,2008,1
-62.25,-16.75,2023,NA,NA,1
-57.75,-16.75,NA,2006,2007,1
-57.25,-16.75,2010,NA,NA,1
-54.75,-16.75,NA,2003,2009,1
-54.25,-16.75,2022,NA,NA,1
-51.75,-16.75,2017,NA,NA,1
-50.75,-16.75,2022,NA,NA,1
-50.25,-16.75,NA,2017,2022,1
-49.75,-16.75,NA,2016,2022,1
-49.25,-16.75,NA,2000,2022,1
-48.75,-16.75,NA,2015,2022,1
-47.75,-16.75,NA,2018,2022,1
-45.75,-16.75,2013,NA,NA,1
-44.75,-16.75,2017,NA,NA,1
-44.25,-16.75,2022,NA,NA,1
-43.75,-16.75,NA,2006,2022,1
-42.75,-16.75,2022,NA,NA,1
-42.25,-16.75,NA,2017,2022,1
-41.75,-16.75,NA,2016,2022,1
-41.25,-16.75,2022,NA,NA,1
-40.75,-16.75,NA,2017,2022,1
-39.75,-16.75,NA,2021,2022,1
-39.25,-16.75,2009,NA,NA,1
49.75,-16.75,2006,NA,NA,1
145.75,-16.75,NA,2002,2015,1
178.75,-16.75,2014,NA,NA,1
179.25,-16.75,NA,2008,2018,1
-171.25,-17.25,2018,NA,NA,1
-70.75,-17.25,2016,NA,NA,1
-69.25,-17.25,2009,NA,NA,1
-66.25,-17.25,NA,2005,2019,1
-65.25,-17.25,NA,2005,2006,1
-64.75,-17.25,2015,NA,NA,1
-63.75,-17.25,NA,2003,2016,1
-63.25,-17.25,NA,2002,2016,1
-62.75,-17.25,2017,NA,NA,1
-61.75,-17.25,2003,NA,NA,1
-61.75,-17.25,NA,2016,2023,1
-52.75,-17.25,2010,NA,NA,1
-51.25,-17.25,2022,NA,NA,1
-50.25,-17.25,2022,NA,NA,1
-49.75,-17.25,NA,2015,2022,1
-49.25,-17.25,NA,2014,2022,1
-48.25,-17.25,NA,2015,2022,1
-46.75,-17.25,NA,2010,2022,1
-46.25,-17.25,2018,NA,NA,1
-44.75,-17.25,NA,2010,2022,1
-44.25,-17.25,NA,2012,2022,1
-43.75,-17.25,NA,2018,2022,1
-43.25,-17.25,2022,NA,NA,1
-42.75,-17.25,NA,2017,2021,1
-41.75,-17.25,NA,2017,2020,1
-41.25,-17.25,NA,2017,2021,1
-40.75,-17.25,NA,2017,2022,1
-40.25,-17.25,NA,2018,2022,1
-39.75,-17.25,NA,2017,2022,1
-39.25,-17.25,NA,2017,2022,1
145.25,-17.25,2018,NA,NA,1
145.75,-17.25,NA,2000,2015,1
-149.75,-17.75,NA,2001,2015,1
-149.25,-17.75,NA,2001,2019,1
-65.75,-17.75,2015,NA,NA,1
-63.75,-17.75,2009,NA,NA,1
-63.25,-17.75,NA,2000,2019,1
-62.75,-17.75,2009,NA,NA,1
-61.25,-17.75,NA,2015,2017,1
-54.75,-17.75,NA,2018,2021,1
-54.25,-17.75,2010,NA,NA,1
-53.25,-17.75,2017,NA,NA,1
-52.75,-17.75,NA,2017,2022,1
-52.25,-17.75,2021,NA,NA,1
-51.75,-17.75,NA,2010,2022,1
-51.25,-17.75,NA,2002,2010,1
-50.75,-17.75,NA,2016,2022,1
-50.25,-17.75,2021,NA,NA,1
-49.75,-17.75,2022,NA,NA,1
-49.25,-17.75,NA,2015,2022,1
-48.75,-17.75,2002,NA,NA,1
-48.75,-17.75,NA,2014,2022,1
-48.25,-17.75,2022,NA,NA,1
-46.25,-17.75,NA,2016,2022,1
-44.75,-17.75,NA,2017,2022,1
-44.25,-17.75,NA,2021,2022,1
-42.75,-17.75,NA,2018,2022,1
-42.25,-17.75,NA,2017,2022,1
-41.75,-17.75,NA,2016,2022,1
-40.75,-17.75,NA,2017,2022,1
-40.25,-17.75,NA,2015,2022,1
-39.75,-17.75,NA,2017,2022,1
-39.25,-17.75,NA,2017,2022,1
145.75,-17.75,NA,2010,2015,1
146.25,-17.75,NA,2009,2015,1
168.25,-17.75,2016,NA,NA,1
177.25,-17.75,NA,2008,2015,1
177.75,-17.75,NA,2002,2003,1
177.75,-17.75,NA,2015,2016,1
178.25,-17.75,NA,2009,2016,1
-140.75,-18.25,2009,NA,NA,1
-70.25,-18.25,2016,NA,NA,1
-54.75,-18.25,2017,NA,NA,1
-53.75,-18.25,2021,NA,NA,1
-52.75,-18.25,2010,NA,NA,1
-51.75,-18.25,2022,NA,NA,1
-50.25,-18.25,2022,NA,NA,1
-49.75,-18.25,NA,2021,2022,1
-49.25,-18.25,NA,2010,2022,1
-48.25,-18.25,2013,NA,NA,1
-47.75,-18.25,2002,NA,NA,1
-47.75,-18.25,NA,2017,2021,1
-44.75,-18.25,2007,NA,NA,1
-44.25,-18.25,NA,2017,2022,1
-43.75,-18.25,NA,2010,2022,1
-43.25,-18.25,2021,NA,NA,1
-42.75,-18.25,2022,NA,NA,1
-42.25,-18.25,NA,2017,2022,1
-41.75,-18.25,NA,2017,2022,1
-41.25,-18.25,NA,2017,2022,1
-40.75,-18.25,NA,2016,2022,1
-40.25,-18.25,NA,2011,2022,1
-39.75,-18.25,NA,2009,2022,1
49.25,-18.25,NA,2006,2010,1
177.75,-18.25,NA,2008,2016,1
178.25,-18.25,NA,2002,2019,1
178.75,-18.25,NA,2002,2006,1
-173.75,-18.75,2015,NA,NA,1
-54.75,-18.75,NA,2010,2021,1
-53.75,-18.75,2022,NA,NA,1
-53.25,-18.75,2022,NA,NA,1
-52.75,-18.75,NA,2017,2022,1
-51.25,-18.75,2022,NA,NA,1
-50.75,-18.75,NA,2017,2022,1
-50.25,-18.75,2016,NA,NA,1
-49.25,-18.75,NA,2016,2022,1
-48.75,-18.75,NA,2019,2022,1
-48.25,-18.75,NA,2011,2022,1
-47.75,-18.75,2017,NA,NA,1
-47.25,-18.75,NA,2019,2021,1
-46.75,-18.75,NA,2013,2022,1
-46.25,-18.75,2021,NA,NA,1
-45.25,-18.75,2021,NA,NA,1
-44.75,-18.75,2022,NA,NA,1
-44.25,-18.75,NA,2009,2022,1
-43.75,-18.75,2017,NA,NA,1
-43.25,-18.75,2018,NA,NA,1
-42.75,-18.75,NA,2019,2022,1
-42.25,-18.75,NA,2010,2021,1
-41.75,-18.75,NA,2006,2022,1
-41.25,-18.75,NA,2017,2022,1
-40.75,-18.75,NA,2009,2022,1
-40.25,-18.75,NA,2016,2022,1
-39.75,-18.75,NA,2015,2022,1
46.75,-18.75,NA,2004,2010,1
47.25,-18.75,NA,2010,2011,1
-169.75,-19.25,NA,2008,2016,1
-158.75,-19.25,NA,2002,2009,1
-69.75,-19.25,2016,NA,NA,1
-65.25,-19.25,2013,NA,NA,1
-57.75,-19.25,NA,2010,2022,1
-54.75,-19.25,NA,2011,2022,1
-53.25,-19.25,NA,2014,2021,1
-52.25,-19.25,NA,2010,2014,1
-51.75,-19.25,NA,2017,2022,1
-49.75,-19.25,NA,2010,2017,1
-48.75,-19.25,NA,2013,2018,1
